movie_title;actor_1;actor_2;actor_3;actor_4;actor_5;actor_6;actor_7;actor_8;actor_9;actor_10
Being Julia;Michael Gambon;Annette Bening;Leigh Lawson;Shaun Evans;Jeremy Irons;Juliet Stevenson;Miriam Margolyes;Max Irons;Michael Culkin;Bruce Greenwood
Dragonslayer;Peter MacNicol;Caitlin Clarke;Ralph Richardson;John Hallam;Peter Eyre;Albert Salmi;Sydney Bromley;Chloe Salaman;Emrys James;Roger Kemp
The Last Station;James McAvoy;Christopher Plummer;Helen Mirren;Paul Giamatti;Anne-Marie Duff;Kerry Condon;Patrick Kennedy;David Masterson;Tomas Spencer;John Sessions
Ed Wood;Johnny Depp;Martin Landau;Sarah Jessica Parker;Patricia Arquette;Jeffrey Jones;G. D. Spradlin;Vincent D'Onofrio;Bill Murray;Mike Starr;Max Casella
Labor Day;Josh Brolin;Kate Winslet;Gattlin Griffith;Tobey Maguire;Tom Lipinski;Maika Monroe;Clark Gregg;James Van Der Beek;J.K. Simmons;Brooke Smith
Mongol: The Rise of Genghis Khan;Tadanobu Asano;Sun Honglei;Khulan Chuluun;Aliya;Ba Sen;Amadu Mamadakov;He Qi;Ben Hon Sun;Ji Ri Mu Tu;You Er
Megaforce;Barry Bostwick;Michael Beck;Persis Khambatta;Henry Silva;George Furth;Edward Mulhare;Mike Kulcsar;Ralph Wilcox;Evan C. Kim;Anthony Pena
Hamlet;Kenneth Branagh;Derek Jacobi;Julie Christie;Richard Briers;Kate Winslet;Nicholas Farrell;Michael Maloney;Rufus Sewell;Robin Williams;Timothy Spall
Midnight Special;Michael Shannon;Jaeden Lieberher;Joel Edgerton;Kirsten Dunst;Adam Driver;David Jensen;Sam Shepard;Scott Haze;Dana Gourrier;Paul Sparks
Anything Else;Woody Allen;Jason Biggs;Christina Ricci;Stockard Channing;Danny DeVito;Jimmy Fallon;Anthony Arkin;David Conrad;Adrian Grenier;William Hill
The Railway Man;Jeremy Irvine;Colin Firth;Michael MacKenzie;Nicole Kidman;Jeffrey Daunton;Tanroh Ishida;Tom Stokes;Bryan Probets;Tom Hobbs;Sam Reid
The White Ribbon;Ursina Lardi;Ulrich Tukur;Christian Friedel;Leonie Benesch;Susanne Lothar;Fion Mutert;Levin Henning;Maria Dragus;Leonard Proxauf;Josef Bierbichler
The Wraith;Charlie Sheen;Nick Cassavetes;Sherilyn Fenn;Randy Quaid;Matthew Barry;Clint Howard;David Sherrill;Jamie Bozian;Griffin O'Neal;Chris Nash
One Man's Hero;Tom Berenger;Joaquim de Almeida;Daniela Romo;Mark Moses;Stuart Graham;Gregg Fitzgerald;Don Wycherley;Wolf Muser;Luke Hayden;Ilia Volok
Renaissance;Daniel Craig;Catherine McCormack;Romola Garai;Jonathan Pryce;Ian Holm;Kevork Malikyan;Robert Dauney;Crystal Shepherd-Cross;Isabelle Van Waes;Max Hayter
Superbad;Jonah Hill;Michael Cera;Christopher Mintz-Plasse;Bill Hader;Seth Rogen;Martha MacIsaac;Emma Stone;Aviva;Joe Lo Truglio;Kevin Corrigan
Step Up 2: The Streets;Briana Evigan;Robert Hoffman;Will Kemp;Cassie Ventura;Adam G. Sevani;Danielle Polanco;Telisha Shaw;Black Thomas;Mari Koda;Harry Shum Jr.
Hoodwinked!;Anne Hathaway;Glenn Close;Jim Belushi;Patrick Warburton;Anthony Anderson;David Ogden Stiers;Xzibit;Chazz Palminteri;Andy Dick;Cory Edwards
Hotel Rwanda;Don Cheadle;Sophie Okonedo;Nick Nolte;Fana Mokoena;Joaquin Phoenix;Jean Reno;Desmond Dube;Ofentse Modiselle;Mathabo Pieterson;Hakeem Kae-Kazim
Hitman;Timothy Olyphant;Dougray Scott;Olga Kurylenko;Robert Knepper;Ulrich Thomsen;Henry Ian Cusick;Michael Offei;Christian Erickson;Eriq Ebouaney;Joe Sheridan
Black Nativity;Forest Whitaker;Angela Bassett;Jennifer Hudson;Tyrese Gibson;Jacob Latimore;Mary J. Blige;Nas;Vondie Curtis-Hall;J. Mallory-McCree;
City of Ghosts;Matt Dillon;James Caan;Natascha McElhone;Rose Byrne;Shawn Andrews;Christopher Curry;Pok Panhavicyetr;;;
The Others;Nicole Kidman;Christopher Eccleston;Alakina Mann;James Bentley;Eric Sykes;Elaine Cassidy;Keith Allen;Michelle Fairley;Alexander Vince;Gordon Reid
Aliens;Sigourney Weaver;Michael Biehn;James Remar;Paul Reiser;Lance Henriksen;Carrie Henn;Bill Paxton;William Hope;Jenette Goldstein;Al Matthews
My Fair Lady;Audrey Hepburn;Rex Harrison;Stanley Holloway;Wilfrid Hyde-White;Gladys Cooper;Jeremy Brett;Theodore Bikel;Mona Washbourne;Isobel Elsom;John Holland
I Know What You Did Last Summer;Jennifer Love Hewitt;Sarah Michelle Gellar;Ryan Phillippe;Freddie Prinze Jr.;Bridgette Wilson;Johnny Galecki;Muse Watson;Anne Heche;Stuart Greer;Dan Albright
Let's Be Cops;Jake Johnson;Damon Wayans Jr.;Nina Dobrev;Rob Riggle;James D'Arcy;Keegan-Michael Key;Jon Lajoie;Tom Mardirosian;Natasha Leggero;Rebecca Koon
Sideways;Paul Giamatti;Thomas Haden Church;Virginia Madsen;Sandra Oh;Marylouise Burke;Jessica Hecht;Missy Doty;Alysia Reiner;Shake Tukhmanyan;Shaun Duke
Beerfest;Erik Stolhanske;Jay Chandrasekhar;Steve Lemme;Paul Soter;M.C. Gainey;Cloris Leachman;Allan Graf;Kevin Heffernan;Cameron Scher;Chris Moss
Halloween;;;;;;;;;;
Good Boy!;Molly Shannon;Liam Aiken;Matthew Broderick;Donald Faison;Cheech Marin;Brittany Murphy;Vanessa Redgrave;Carl Reiner;Delta Burke;Kevin Nealon
The Best Man Holiday;Terrence Howard;Harold Perrineau;Morris Chestnut;Sanaa Lathan;Taye Diggs;Regina Hall;Nia Long;Monica Calhoun;Melissa De Sousa;John Michael Higgins
Smokin' Aces;Ryan Reynolds;Ray Liotta;Joseph Ruskin;Alex Rocco;Wayne Newton;Jeremy Piven;Ben Affleck;Martin Henderson;Common;Christopher Michael Holley
40 Days and 40 Nights;Josh Hartnett;Shannyn Sossamon;Adam Trese;Emmanuelle Vaugier;Barry Newman;Mary Gross;Paulo Costanzo;Maggie Gyllenhaal;Michael C. Maronna;Vinessa Shaw
A Night at the Roxbury;Will Ferrell;Chris Kattan;Jennifer Coolidge;Michael Clarke Duncan;Eva Mendes;Richard Grieco;Loni Anderson;Dan Hedaya;Molly Shannon;Dwayne Hickman
Beastly;Alex Pettyfer;Vanessa Hudgens;Mary-Kate Olsen;Lisa Gay Hamilton;Neil Patrick Harris;Dakota Johnson;Erik Knudsen;Peter Krause;David Francis;Gio Perez
The Hills Have Eyes;Aaron Stanford;Kathleen Quinlan;Vinessa Shaw;Emilie de Ravin;Dan Byrd;Tom Bower;Billy Drago;Robert Joy;Ted Levine;Desmond Askew
Dickie Roberts: Former Child Star;David Spade;Mary McCormack;Craig Bierko;Scott Terra;Jenna Boyd;John Farley;Bobby Slayton;Michael Buffer;Fred Wolf;Alyssa Milano
McFarland, USA;Kevin Costner;Ramiro Rodriguez;Carlos Pratts;Johnny Ortiz;Rafael Martinez;Hector Duran;Sergio Avelar;Michael Aguero;Diana Maria Riva;Omar Leyva
Pitch Perfect;Anna Kendrick;Skylar Astin;Brittany Snow;Anna Camp;Rebel Wilson;Ben Platt;Adam Devine;Alexis Knapp;Ester Dean;Hana Mae Lee
Summer Catch;Freddie Prinze Jr.;Jessica Biel;Fred Ward;Matthew Lillard;Brian Dennehy;Jason Gedrick;Brittany Murphy;Bruce Davison;Marc Blucas;
A Simple Plan;Bill Paxton;Bridget Fonda;Billy Bob Thornton;Brent Briscoe;Chelcie Ross;Gary Cole;Becky Ann Baker;Tom Carey;Jack Walsh;
They;Laura Regan;Marc Blucas;Ethan Embry;Jon Abrahams;Desiree Zurowski;Alexander Gould;Mark Hildreth;Jonathan Cherry;Jessica Amlee;Jay Brazeau
Larry the Cable Guy: Health Inspector;Larry the Cable Guy;Iris Bahr;Tony Hale;David Koechner;Brooke Dillman;Joanna Cassidy;Megyn Price;Tom Hillmann;Kristen Wharton;
The Adventures of Elmo in Grouchland;Kevin Clash;Mandy Patinkin;Vanessa Williams;Sonia Manzano;Roscoe Orman;Stephanie D'Abruzzo;Dave Goelz;Joey Mazzarino;Jerry Nelson;Carmen Osbahr
Brooklyn's Finest;Richard Gere;Don Cheadle;Ethan Hawke;Wesley Snipes;Vincent D'Onofrio;Ellen Barkin;Michael Kenneth Williams;Shannon Kane;Will Patton;Lili Taylor
Evil Dead;Jane Levy;Shiloh Fernandez;Lou Taylor Pucci;Jessica Lucas;Elizabeth Blackmore;Jim McLarty;Bruce Campbell;Rupert Degas;Bob Dorian;Ellen Sandweiss
My Life in Ruins;Nia Vardalos;Richard Dreyfuss;Alexis Georgoulis;Alistair McGowan;Harland Williams;Rachel Dratch;Caroline Goodall;Ian Ogilvy;Sophie Stuckey;Brian Palermo
American Dreamz;Hugh Grant;Dennis Quaid;Mandy Moore;Willem Dafoe;Chris Klein;Jennifer Coolidge;Sam Golzari;Marcia Gay Harden;Seth Meyers;John Cho
Superman IV: The Quest for Peace;Christopher Reeve;Margot Kidder;Gene Hackman;Jackie Cooper;Marc McClure;Jon Cryer;Sam Wanamaker;Mariel Hemingway;Mark Pillow;Damian McLawhorn
Running Scared;Paul Walker;Cameron Bright;Vera Farmiga;Chazz Palminteri;Karel Roden;Johnny Messner;Alex Neuberger;Michael Cudlitz;Bruce Altman;Elizabeth Mitchell
Shanghai Surprise;Madonna;Sean Penn;Paul Freeman;Richard Griffiths;Clyde Kusatsu;Philip Sayer;Kay Tong Lim;Sonserai Lee;Victor Wong;Professor Toru Tanaka
The Illusionist;Edward Norton;Jessica Biel;Paul Giamatti;Rufus Sewell;Eddie Marsan;Jake Wood;Aaron Taylor-Johnson;Eleanor Tomlinson;Karl Johnson;Vincent Franklin
Roar;Tippi Hedren;Melanie Griffith;Jerry Marshall;Kyalo Mativo;Rick Glassey;Steve Miller;Noel Marshall;John Marshall;Zakes Mokae;
Veronica Guerin;Cate Blanchett;Gerard McSorley;Brenda Fricker;Don Wycherley;Barry Barnes;Simon O'Driscoll;Paul Ronan;Gerry O'Brien;Emmet Bergin;Charlotte Bradley
Southland Tales;Dwayne Johnson;Seann William Scott;Sarah Michelle Gellar;Mandy Moore;Will Sasso;Jon Lovitz;Beth Grant;Jill Ritchie;Justin Timberlake;Bai Ling
The Apparition;Ashley Greene;Sebastian Stan;Tom Felton;Julianna Guill;Luke Pasqualino;Rick Gomez;Anna Clark;Melissa Goldberg;Meena Serendib;Suzanne Ford
My Girl;Anna Chlumsky;Macaulay Culkin;Dan Aykroyd;Jamie Lee Curtis;Richard Masur;Griffin Dunne;Peter Michael Goetz;Lara Steinick;Anny Nelsen;
Fur: An Imaginary Portrait of Diane Arbus;Nicole Kidman;Robert Downey Jr.;Ty Burrell;Harris Yulin;Jane Alexander;Emmy Clarke;Genevieve McCarthy;Boris McGiver;Marceline Hugot;Mary Duffy
Wall Street;Charlie Sheen;Michael Douglas;Martin Sheen;Daryl Hannah;John C. McGinley;Hal Holbrook;Sean Young;Terence Stamp;James Spader;Chuck Pfeiffer
Sense and Sensibility;Kate Winslet;Emma Thompson;Hugh Grant;Tom Wilkinson;Alan Rickman;Imogen Stubbs;Greg Wise;Hugh Laurie;Imelda Staunton;Robert Hardy
Becoming Jane;Anne Hathaway;James McAvoy;Julie Walters;James Cromwell;Maggie Smith;Joe Anderson;Lucy Cohu;Laurence Fox;Ian Richardson;Anna Maxwell Martin
Sydney White;Amanda Bynes;Sara Paxton;Matt Long;Jeremy Howard;Danny Strong;Jack Carpenter;Crystal Hunt;Adam Hendershott;Samm Levine;John Schneider
House of Sand and Fog;Jennifer Connelly;Ben Kingsley;Ron Eldard;Frances Fisher;Kim Dickens;Shohreh Aghdashloo;Jonathan Ahdout;Navi Rawat;Kia Jam;
Dead Poets Society;Robin Williams;Ethan Hawke;Robert Sean Leonard;Gale Hansen;Josh Charles;Dylan Kussman;Allelon Ruggiero;James Waterston;Norman Lloyd;Kurtwood Smith
When Harry Met Sally...;Meg Ryan;Billy Crystal;Carrie Fisher;Bruno Kirby;Steven Ford;Lisa Jane Persky;Michelle Nicastro;Gretchen Palmer;Robert Alan Beuth;Harley Jane Kozak
The Verdict;Paul Newman;Charlotte Rampling;Jack Warden;James Mason;Milo O'Shea;Lindsay Crouse;Edward Binns;Julie Bovasso;Roxanne Hart;James Handy
Road Trip;Breckin Meyer;Seann William Scott;Amy Smart;Paulo Costanzo;DJ Qualls;Tom Green;Rachel Blanchard;Marla Sucharetza;Anthony Rapp;Andy Dick
Varsity Blues;James Van Der Beek;Amy Smart;Jon Voight;Paul Walker;Ron Lester;Scott Caan;Ali Larter;Richard Lineback;Thomas F. Duffy;Joe Pichler
The Artist;Jean Dujardin;John Goodman;James Cromwell;Penelope Ann Miller;Malcolm McDowell;Missi Pyle;Beth Grant;Ed Lauter;Joel Murray;Ken Davitian
The Unborn;Odette Annable;Gary Oldman;Meagan Good;Cam Gigandet;Idris Elba;Ethan Cutkosky;Jane Alexander;Atticus Shaffer;James Remar;Carla Gugino
Moonrise Kingdom;Bruce Willis;Edward Norton;Jared Gilman;Kara Hayward;Bill Murray;Frances McDormand;Bob Balaban;Tilda Swinton;Harvey Keitel;Lucas Hedges
The Texas Chainsaw Massacre: The Beginning;Jordana Brewster;Taylor Handley;Diora Baird;Matt Bomer;R. Lee Ermey;Lew Temple;Andrew Bryniarski;Tim DeZarn;Lee Tergesen;Cyia Batten
The Young Messiah;Adam Greaves-Neal;Sara Lazzaro;Vincent Walsh;Sean Bean;Jonathan Bailey;Isabelle Adriani;Rory Keenan;Dorotea Mercuri;Jarreth J. Merz;Agni Scott
The Master of Disguise;Dana Carvey;Brent Spiner;Jennifer Esposito;Harold Gould;James Brolin;Austin Wolff;Edie McClurg;Maria Canals-Barrera;Robert Machray;Michael Bailey Smith
Pan's Labyrinth;Ivana Baquero;Doug Jones;Ariadna Gil;Alex Angulo;Roger Casamajor;Manolo Solo;Gonzalo Uriarte;Francisco Vidal;Lina Mira;Mario Zorrilla
See Spot Run;Michael Clarke Duncan;David Arquette;Leslie Bibb;Joe Viterelli;Steve Schirripa;Anthony Anderson;Paul Sorvino;Kim Hawthorne;Angus T. Jones;
Baby Boy;Tyrese Gibson;Taraji P. Henson;Omar Gooding;Ving Rhames;Snoop Dogg;A.J. Johnson;Angell Conwell;Kareem J. Grimes;Tracey Cherelle Jones;Mo'Nique
The Roommate;Minka Kelly;Leighton Meester;Cam Gigandet;Aly Michalka;Matt Lanter;Danneel Ackles;Kat Graham;Shirley Norris;Nick Bylsma;Lauren Alfano
Joe Dirt;David Spade;Brittany Daniel;Dennis Miller;Adam Beach;Jaime Pressly;Fred Ward;Christopher Walken;Kid Rock;Erik Per Sullivan;Caroline Aaron
Double Impact;Jean-Claude Van Damme;Geoffrey Lewis;Alonna Shaw;Cory Everson;Philip Chan Yan-Kin;Alan Scarfe;Bolo Yeung;Andy Armstrong;Julie Strain;Evan Lurie
Hot Fuzz;Simon Pegg;Nick Frost;Jim Broadbent;Paddy Considine;Rafe Spall;Kevin Eldon;Olivia Colman;Karl Johnson;Bill Bailey;Timothy Dalton
The Women;Cloris Leachman;India Ennenga;Annette Bening;Eva Mendes;Debra Messing;Jada Pinkett Smith;Bette Midler;Candice Bergen;Carrie Fisher;Debi Mazar
Vicky Cristina Barcelona;Scarlett Johansson;Rebecca Hall;Javier Bardem;Christopher Evan Welch;Chris Messina;Patricia Clarkson;Kevin Dunn;Juan Queseda;Ricard Salom;Maurice Sonnenberg
Boys and Girls;Freddie Prinze Jr.;Claire Forlani;Jason Biggs;Amanda Detmer;Alyson Hannigan;Brendon Ryan Barrett;Gay Thomas-Wilson;Raquel Beaudene;David Smigelski;Blake Shields
White Oleander;Alison Lohman;Michelle Pfeiffer;Cole Hauser;Robin Wright;Amy Aquino;John Billingsley;Solomon Burke Jr.;Taryn Manning;Melissa Marsala;James Lashly
Jennifer's Body;Megan Fox;Amanda Seyfried;Johnny Simmons;Adam Brody;J.K. Simmons;Kyle Gallner;Amy Sedaris;Cynthia Stevenson;Carrie Genzel;Juan Riedinger
Drowning Mona;Danny DeVito;Bette Midler;Neve Campbell;Jamie Lee Curtis;Casey Affleck;William Fichtner;Marcus Thomas;Peter Dobson;Kathleen Wilhoite;Tracey Walter
Radio Days;Woody Allen;Mia Farrow;Jeff Daniels;Larry David;Todd Field;Seth Green;Michael Tucker;Julie Kavner;Danny Aiello;Tony Roberts
Remember Me;;;;;;;;;;
How to Deal;Mandy Moore;Trent Ford;Allison Janney;Alexandra Holden;Dylan Baker;Nina Foch;Mary Catherine Garrison;Connie Ray;Mackenzie Astin;Charlotte Sullivan
Philadelphia;Tom Hanks;Denzel Washington;Jason Robards;Mary Steenburgen;Antonio Banderas;Ron Vawter;Robert Ridgely;Charles Napier;Lisa Summerour;Andre B. Blake
The Thirteenth Floor;Craig Bierko;Armin Mueller-Stahl;Gretchen Mol;Vincent D'Onofrio;Dennis Haysbert;Steven Schub;Jeremy Roberts;Rif Hutton;Leon Rippy;Janet MacLachlan
Duets;Gwyneth Paltrow;Scott Speedman;Maria Bello;Paul Giamatti;Andre Braugher;Huey Lewis;;;;
Hollywood Ending;Woody Allen;George Hamilton;Debra Messing;Mark Rydell;Treat Williams;Peter Gerety;Erica Leerhsen;Jodie Markell;Isaac Mizrahi;Marian Seldes
Detroit Rock City;Giuseppe Andrews;James DeBello;Edward Furlong;Sam Huntington;Lin Shaye;Melanie Lynskey;Natasha Lyonne;Shannon Tweed;Emmanuelle Chriqui;Kristin Booth
Highlander;Christopher Lambert;Roxanne Hart;Clancy Brown;Sean Connery;Beatie Edney;Alan North;Jon Polito;Sheila Gish;Hugh Quarshie;Peter Diamond
Things We Lost in the Fire;Halle Berry;Benicio del Toro;David Duchovny;Alison Lohman;Sarah Dubrovsky;Alexis Llewellyn;Micah Berry;Liam James;Quinn Lord;John Carroll Lynch
Steel;Shaquille O'Neal;Annabeth Gish;Richard Roundtree;Judd Nelson;Irma P. Hall;Johanna Ray;Harvey Silver;Ray J;Charles Napier;Kerrie Keane
The Immigrant;Marion Cotillard;Jeremy Renner;Joaquin Phoenix;Gabriel Rush;Antoni Corone;Deedee Luxe;Angela Sarafyan;Sofia Black-D'Elia;;
The White Countess;Ralph Fiennes;Natasha Richardson;Hiroyuki Sanada;Lynn Redgrave;Vanessa Redgrave;Madeleine Potter;Madeleine Daly;Allan Corduner;John Wood;Lee Pace
Trance;James McAvoy;Vincent Cassel;Rosario Dawson;Matt Cross;Danny Sapani;Tuppence Middleton;Lee Nicholas Harris;Sam Creed;Hamza Jeetooa;Ben Cura
Soul Plane;Tom Arnold;Kevin Hart;Method Man;Snoop Dogg;K. D. Aubert;Godfrey;D. L. Hughley;Mo'Nique;John Witherspoon;Stacey Travis
Good;Viggo Mortensen;Jason Isaacs;Mark Strong;Steven Mackintosh;Jodie Whittaker;;;;;
Enter the Void;Nathaniel Brown;Paz de la Huerta;Cyril Roy;Masato Tanno;Jesse Kuhn;Ed Spear;Emily Alyn Lind;Olly Alexander;;
Vamps;Alicia Silverstone;Krysten Ritter;Sigourney Weaver;Richard Lewis;Wallace Shawn;Malcolm McDowell;Zak Orth;Marilu Henner;Kristen Johnston;Meredith Scott Lynn
The Homesman;Hilary Swank;Tommy Lee Jones;Grace Gummer;Meryl Streep;Miranda Otto;Tim Blake Nelson;Hailee Steinfeld;Sonja Richter;David Dencik;John Lithgow
Juwanna Mann;Vivica A. Fox;Kevin Pollak;Tommy Davidson;Ginuwine;Lil' Kim;Dikembe Mutombo;Vlade Divac;Tyrone Bogues;Rasheed Wallace;Kim Wayans
Slow Burn;Ray Liotta;LL Cool J;Mekhi Phifer;Jolene Blalock;Chiwetel Ejiofor;;;;;
Wasabi;Jean Reno;Ryoko Hirosue;Michel Muller;Carole Bouquet;Yoshi Oida;Christian Sinniger;Alexandre Brik;Jean-Marc Montalto;Fabio Zenoni;Kiyohiko Shibukawa
Slither;Nathan Fillion;Don Thompson;Elizabeth Banks;Gregg Henry;Xantha Radley;Michael Rooker;Tania Saulnier;Magda Apanowicz;Dustin Milligan;Zak Ludwig
Beverly Hills Cop;Eddie Murphy;Judge Reinhold;John Ashton;Ronny Cox;Paul Reiser;Gilbert R. Hill;Lisa Eilbacher;Steven Berkoff;James Russo;Jonathan Banks
Home Alone;Macaulay Culkin;Joe Pesci;Daniel Stern;John Heard;Catherine O'Hara;Roberts Blossom;Devin Ratray;Michael C. Maronna;Hillary Wolf;Angela Goethals
Tootsie;Dustin Hoffman;Jessica Lange;Teri Garr;Dabney Coleman;Charles Durning;Bill Murray;Sydney Pollack;George Gaynes;Geena Davis;Doris Belack
Top Gun;Tom Cruise;Kelly McGillis;Val Kilmer;Anthony Edwards;Tom Skerritt;Michael Ironside;John Stockwell;Barry Tubb;Rick Rossovich;Tim Robbins
Crouching Tiger, Hidden Dragon;Chow Yun-fat;Michelle Yeoh;Zhang Ziyi;Chang Chen;Cheng Pei-Pei;Sihung Lung;Fa Zeng Li;Su Ying Huang;Xian Gao;Yan Hai
American Beauty;Kevin Spacey;Annette Bening;Thora Birch;Wes Bentley;Mena Suvari;Chris Cooper;Scott Bakula;Peter Gallagher;Allison Janney;Sam Robards
The King's Speech;Colin Firth;Geoffrey Rush;Helena Bonham Carter;Guy Pearce;Timothy Spall;Michael Gambon;Jennifer Ehle;Derek Jacobi;Freya Wilson;Ramona Marquez
Twins;Arnold Schwarzenegger;Danny DeVito;Kelly Preston;Chloe Webb;David Caruso;Bonnie Bartlett;Trey Wilson;Marshall Bell;Hugh O'Brian;Nehemiah Persoff
The Yellow Handkerchief;William Hurt;Maria Bello;Kristen Stewart;Eddie Redmayne;Veronica Russell;;;;;
The Color Purple;Whoopi Goldberg;Margaret Avery;Danny Glover;Akosua Busia;Oprah Winfrey;Willard E. Pugh;Desreta Jackson;Rae Dawn Chong;Adolph Caesar;Dana Ivey
The Imitation Game;Benedict Cumberbatch;Keira Knightley;Matthew Goode;Rory Kinnear;Allen Leech;Matthew Beard;Charles Dance;Mark Strong;James Northcote;Tom Goodman-Hill
Private Benjamin;Goldie Hawn;Eileen Brennan;Armand Assante;Robert Webber;Mary Kay Place;Harry Dean Stanton;Albert Brooks;Kopi Sotiropulos;;
Diary of a Wimpy Kid;Zachary Gordon;Robert Capron;Rachael Harris;Steve Zahn;Devon Bostick;Connor Fielding;Owen Fielding;Karan Brar;Grayson Russell;Laine MacNeil
Mama;Jessica Chastain;Nikolaj Coster-Waldau;Megan Charpentier;Daniel Kash;Melina Matthews;Morgan McGarry;;;;
National Lampoon's Vacation;Chevy Chase;Beverly D'Angelo;Imogene Coca;Randy Quaid;Anthony Michael Hall;Miriam Flynn;John Candy;Dana Barron;Eddie Bracken;Brian Doyle-Murray
Bad Grandpa;Johnny Knoxville;Jackson Nicoll;Georgina Cates;Spike Jonze;Catherine Keener;Kamber Hejlik;Jack Polick;Grasie Mercedes;Zia Harris;
The Queen;Helen Mirren;Michael Sheen;James Cromwell;Sylvia Syms;Helen McCrory;Paul Barrett;Alex Jennings;Roger Allam;Tim McMullan;Douglas Reith
Beetlejuice;Geena Davis;Alec Baldwin;Winona Ryder;Michael Keaton;Catherine O'Hara;Jeffrey Jones;Glenn Shadix;Sylvia Sidney;Patrice Martinez;Dick Cavett
Why Did I Get Married?;Tyler Perry;Jill Scott;Janet Jackson;Michael Jai White;Malik Yoba;Sharon Leal;Richard T. Jones;Tasha Smith;Kaira Akita;
Little Women;;;;;;;;;;
The Woman in Black;Daniel Radcliffe;Sidney Johnston;Alisa Khazanova;Mary Stockley;Alfie Field;Roger Allam;Sophie Stuckey;Shaun Dooley;Liz White;Victor McGuire
When a Stranger Calls;Camilla Belle;Katie Cassidy;Tommy Flanagan;Brian Geraghty;Clark Gregg;Derek de Lint;Kate Jennings Grant;Steve Eastin;Tessa Thompson;David Denman
Big Fat Liar;Frankie Muniz;Paul Giamatti;Amanda Bynes;Amanda Detmer;Donald Faison;Lee Majors;Russell Hornsby;Michael Bryan French;Christine Tucci;Alexandra Breckenridge
Wag the Dog;Dustin Hoffman;Robert De Niro;Anne Heche;Woody Harrelson;Jim Belushi;Denis Leary;Willie Nelson;Andrea Martin;Kirsten Dunst;William H. Macy
The Lizzie McGuire Movie;Hilary Duff;Adam Lamberg;Hallie Todd;Robert Carradine;Jake Thomas;Alex Borstein;Yani Gellman;Carly Schroeder;Daniel Escobar;Jody Racicot
Snitch;Dwayne Johnson;Barry Pepper;Jon Bernthal;Susan Sarandon;Michael Kenneth Williams;Rafi Gavron;Melina Kanakaredes;Nadine Velazquez;Benjamin Bratt;Harold Perrineau
Krampus;Adam Scott;Toni Collette;Allison Tolman;David Koechner;Emjay Anthony;Stefania LaVie Owen;Queenie Samuel;Conchata Ferrell;Luke Hawker;Ivy George
The Faculty;Jordana Brewster;Elijah Wood;Clea DuVall;Laura Harris;Josh Hartnett;Shawn Hatosy;Salma Hayek;Famke Janssen;Usher Raymond;Robert Patrick
Cop Land;Sylvester Stallone;Harvey Keitel;Ray Liotta;Robert De Niro;Michael Rapaport;Annabella Sciorra;Peter Berg;Robert Patrick;Arthur J. Nascarella;John Spencer
Not Another Teen Movie;Chyler Leigh;Chris Evans;Jaime Pressly;Eric Christian Olsen;Mia Kirshner;Lacey Chabert;Cerina Vincent;Molly Ringwald;Samaire Armstrong;Nectar Rose
End of Watch;Jake Gyllenhaal;Natalie Martinez;Anna Kendrick;David Harbour;Frank Grillo;America Ferrera;Cody Horn;Shondrella Avery;Hugh Daly;Gene Hong
The Skulls;Joshua Jackson;Paul Walker;Hill Harper;Leslie Bibb;Christopher McDonald;Steve Harris;William Petersen;Craig T. Nelson;David Asman;Scott Gibson
The Theory of Everything;Eddie Redmayne;Felicity Jones;Charlie Cox;Emily Watson;Simon McBurney;David Thewlis;Maxine Peake;Harry Lloyd;Tom Prior;Sophie Perry
Malibu's Most Wanted;Jamie Kennedy;Taye Diggs;Anthony Anderson;Regina Hall;Blair Underwood;Ryan O'Neal;Bo Derek;Jeffrey Tambor;Kal Penn;Nick Swardson
Where the Heart Is;Natalie Portman;Ashley Judd;Stockard Channing;Joan Cusack;Sally Field;James Frain;Dylan Bruno;Keith David;Ray Prewitt;Laura House
Lawrence of Arabia;Peter O'Toole;Alec Guinness;Anthony Quinn;Jack Hawkins;Omar Sharif;Claude Rains;Anthony Quayle;Arthur Kennedy;Donald Wolfit;Zia Mohyeddin
Halloween II;Scout Taylor-Compton;Sheri Moon Zombie;Tyler Mane;Chase Wright Vanek;Brad Dourif;Malcolm McDowell;Angela Trimbur;Danielle Harris;Caroline Williams;Howard Hesseman
